label,prompt,mean_same,max_other,score
Psilocybe ovoideocystidiata,brown-colored Psilocybe ovoideocystidiata fungus,-inf,-inf,
Psilocybe ovoideocystidiata,photograph of brown Psilocybe ovoideocystidiata,-inf,-inf,
Psilocybe ovoideocystidiata,"Psilocybe ovoideocystidiata with wide, spreading form",-inf,-inf,
Psilocybe ovoideocystidiata,"mushroom displaying wide, spreading form",-inf,-inf,
Psilocybe ovoideocystidiata,"Psilocybe ovoideocystidiata showing wide, spreading form",-inf,-inf,
Psilocybe ovoideocystidiata,naturally lit photograph of Psilocybe ovoideocystidiata,-inf,-inf,
Psilocybe ovoideocystidiata,Psilocybe ovoideocystidiata in naturally lit conditions,-inf,-inf,
Psilocybe ovoideocystidiata,high contrast photograph of Psilocybe ovoideocystidiata,-inf,-inf,
Psilocybe ovoideocystidiata,Psilocybe ovoideocystidiata in high contrast conditions,-inf,-inf,
Psilocybe ovoideocystidiata,Psilocybe ovoideocystidiata with brown and black coloring and rough texture,-inf,-inf,
Psilocybe ovoideocystidiata,brown Psilocybe ovoideocystidiata mushroom with irregular cap,-inf,-inf,
Psilocybe ovoideocystidiata,Psilocybe ovoideocystidiata mushroom with gray coloration,-inf,-inf,
Psilocybe ovoideocystidiata,mushroom displaying gray tones,-inf,-inf,
Psilocybe ovoideocystidiata,gray-colored Psilocybe ovoideocystidiata fungus,-inf,-inf,
Psilocybe ovoideocystidiata,photograph of gray Psilocybe ovoideocystidiata,-inf,-inf,
Psilocybe ovoideocystidiata,Psilocybe ovoideocystidiata with gray and black coloring and rough texture,-inf,-inf,
Psilocybe ovoideocystidiata,gray Psilocybe ovoideocystidiata mushroom with irregular cap,-inf,-inf,
Psilocybe ovoideocystidiata,Psilocybe ovoideocystidiata showing textured surface,-inf,-inf,
Psilocybe ovoideocystidiata,mushroom with textured cap texture,-inf,-inf,
Psilocybe ovoideocystidiata,textured Psilocybe ovoideocystidiata specimen,-inf,-inf,
Psilocybe ovoideocystidiata,Psilocybe ovoideocystidiata with black and gray coloring and rough texture,-inf,-inf,
Psilocybe ovoideocystidiata,Psilocybe ovoideocystidiata typically displaying black coloration,-inf,-inf,
Psilocybe ovoideocystidiata,Psilocybe ovoideocystidiata typically displaying brown coloration,-inf,-inf,
Psilocybe ovoideocystidiata,Psilocybe ovoideocystidiata typically displaying gray coloration,-inf,-inf,
Psilocybe ovoideocystidiata,Psilocybe ovoideocystidiata commonly showing rough,-inf,-inf,
Psilocybe ovoideocystidiata,Psilocybe ovoideocystidiata commonly showing highly detailed,-inf,-inf,
Psilocybe ovoideocystidiata,a photo of ovoid,-inf,-inf,
Psilocybe ovoideocystidiata,a photograph of ovoid,-inf,-inf,
Psilocybe ovoideocystidiata,ovoid mushroom,-inf,-inf,
Psilocybe ovoideocystidiata,ovoid fungus,-inf,-inf,
Psilocybe ovoideocystidiata,photo of ovoid mushroom,-inf,-inf,
Psilocybe ovoideocystidiata,field guide photo of ovoid,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa mushroom with brown coloration,-inf,-inf,
Psilocybe pelliculosa,mushroom displaying brown tones,-inf,-inf,
Psilocybe pelliculosa,brown-colored Psilocybe pelliculosa fungus,-inf,-inf,
Psilocybe pelliculosa,photograph of brown Psilocybe pelliculosa,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa mushroom with black coloration,-inf,-inf,
Psilocybe pelliculosa,mushroom displaying black tones,-inf,-inf,
Psilocybe pelliculosa,black-colored Psilocybe pelliculosa fungus,-inf,-inf,
Psilocybe pelliculosa,photograph of black Psilocybe pelliculosa,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa mushroom with tan coloration,-inf,-inf,
Psilocybe pelliculosa,mushroom displaying tan tones,-inf,-inf,
Psilocybe pelliculosa,tan-colored Psilocybe pelliculosa fungus,-inf,-inf,
Psilocybe pelliculosa,photograph of tan Psilocybe pelliculosa,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa showing rough surface,-inf,-inf,
Psilocybe pelliculosa,mushroom with rough cap texture,-inf,-inf,
Psilocybe pelliculosa,rough Psilocybe pelliculosa specimen,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa showing textured surface,-inf,-inf,
Psilocybe pelliculosa,mushroom with textured cap texture,-inf,-inf,
Psilocybe pelliculosa,textured Psilocybe pelliculosa specimen,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa with irregular cap,-inf,-inf,
Psilocybe pelliculosa,mushroom displaying irregular cap,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa showing irregular cap,-inf,-inf,
Psilocybe pelliculosa,"Psilocybe pelliculosa with wide, spreading form",-inf,-inf,
Psilocybe pelliculosa,"mushroom displaying wide, spreading form",-inf,-inf,
Psilocybe pelliculosa,"Psilocybe pelliculosa showing wide, spreading form",-inf,-inf,
Psilocybe pelliculosa,"dark, shadowy photograph of Psilocybe pelliculosa",-inf,-inf,
Psilocybe pelliculosa,"Psilocybe pelliculosa in dark, shadowy conditions",-inf,-inf,
Psilocybe pelliculosa,balanced contrast photograph of Psilocybe pelliculosa,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa in balanced contrast conditions,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa with brown and black coloring and rough texture,-inf,-inf,
Psilocybe pelliculosa,brown Psilocybe pelliculosa mushroom with irregular cap,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa mushroom with gray coloration,-inf,-inf,
Psilocybe pelliculosa,mushroom displaying gray tones,-inf,-inf,
Psilocybe pelliculosa,gray-colored Psilocybe pelliculosa fungus,-inf,-inf,
Psilocybe pelliculosa,photograph of gray Psilocybe pelliculosa,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa showing smooth surface,-inf,-inf,
Psilocybe pelliculosa,mushroom with smooth cap texture,-inf,-inf,
Psilocybe pelliculosa,smooth Psilocybe pelliculosa specimen,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa with balanced proportions,-inf,-inf,
Psilocybe pelliculosa,mushroom displaying balanced proportions,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa showing balanced proportions,-inf,-inf,
Psilocybe pelliculosa,naturally lit photograph of Psilocybe pelliculosa,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa in naturally lit conditions,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa with gray and black coloring and smooth texture,-inf,-inf,
Psilocybe pelliculosa,gray Psilocybe pelliculosa mushroom with irregular cap,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa showing highly detailed surface,-inf,-inf,
Psilocybe pelliculosa,mushroom with highly detailed cap texture,-inf,-inf,
Psilocybe pelliculosa,highly detailed Psilocybe pelliculosa specimen,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa with black and gray coloring and rough texture,-inf,-inf,
Psilocybe pelliculosa,black Psilocybe pelliculosa mushroom with irregular cap,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa showing moderately textured surface,-inf,-inf,
Psilocybe pelliculosa,mushroom with moderately textured cap texture,-inf,-inf,
Psilocybe pelliculosa,moderately textured Psilocybe pelliculosa specimen,-inf,-inf,
Psilocybe pelliculosa,low contrast photograph of Psilocybe pelliculosa,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa in low contrast conditions,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa with brown and black coloring and smooth texture,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa typically displaying black coloration,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa typically displaying brown coloration,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa typically displaying gray coloration,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa commonly showing textured,-inf,-inf,
Psilocybe pelliculosa,Psilocybe pelliculosa commonly showing rough,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes mushroom with brown coloration,-inf,-inf,
Retiboletus ornatipes,mushroom displaying brown tones,-inf,-inf,
Retiboletus ornatipes,brown-colored Retiboletus ornatipes fungus,-inf,-inf,
Retiboletus ornatipes,photograph of brown Retiboletus ornatipes,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes mushroom with tan coloration,-inf,-inf,
Retiboletus ornatipes,mushroom displaying tan tones,-inf,-inf,
Retiboletus ornatipes,tan-colored Retiboletus ornatipes fungus,-inf,-inf,
Retiboletus ornatipes,photograph of tan Retiboletus ornatipes,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes mushroom with gray coloration,-inf,-inf,
Retiboletus ornatipes,mushroom displaying gray tones,-inf,-inf,
Retiboletus ornatipes,gray-colored Retiboletus ornatipes fungus,-inf,-inf,
Retiboletus ornatipes,photograph of gray Retiboletus ornatipes,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes showing moderately textured surface,-inf,-inf,
Retiboletus ornatipes,mushroom with moderately textured cap texture,-inf,-inf,
Retiboletus ornatipes,moderately textured Retiboletus ornatipes specimen,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes showing highly detailed surface,-inf,-inf,
Retiboletus ornatipes,mushroom with highly detailed cap texture,-inf,-inf,
Retiboletus ornatipes,highly detailed Retiboletus ornatipes specimen,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes with irregular cap,-inf,-inf,
Retiboletus ornatipes,mushroom displaying irregular cap,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes showing irregular cap,-inf,-inf,
Retiboletus ornatipes,"Retiboletus ornatipes with wide, spreading form",-inf,-inf,
Retiboletus ornatipes,"mushroom displaying wide, spreading form",-inf,-inf,
Retiboletus ornatipes,"Retiboletus ornatipes showing wide, spreading form",-inf,-inf,
Retiboletus ornatipes,naturally lit photograph of Retiboletus ornatipes,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes in naturally lit conditions,-inf,-inf,
Retiboletus ornatipes,balanced contrast photograph of Retiboletus ornatipes,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes in balanced contrast conditions,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes with brown and tan coloring and moderately textured texture,-inf,-inf,
Retiboletus ornatipes,brown Retiboletus ornatipes mushroom with irregular cap,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes mushroom with black coloration,-inf,-inf,
Retiboletus ornatipes,mushroom displaying black tones,-inf,-inf,
Retiboletus ornatipes,black-colored Retiboletus ornatipes fungus,-inf,-inf,
Retiboletus ornatipes,photograph of black Retiboletus ornatipes,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes showing rough surface,-inf,-inf,
Retiboletus ornatipes,mushroom with rough cap texture,-inf,-inf,
Retiboletus ornatipes,rough Retiboletus ornatipes specimen,-inf,-inf,
Retiboletus ornatipes,"Retiboletus ornatipes with tall, narrow form",-inf,-inf,
Retiboletus ornatipes,"mushroom displaying tall, narrow form",-inf,-inf,
Retiboletus ornatipes,"Retiboletus ornatipes showing tall, narrow form",-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes with gray and black coloring and rough texture,-inf,-inf,
Retiboletus ornatipes,gray Retiboletus ornatipes mushroom with irregular cap,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes with balanced proportions,-inf,-inf,
Retiboletus ornatipes,mushroom displaying balanced proportions,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes showing balanced proportions,-inf,-inf,
Retiboletus ornatipes,high contrast photograph of Retiboletus ornatipes,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes in high contrast conditions,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes with black and gray coloring and rough texture,-inf,-inf,
Retiboletus ornatipes,black Retiboletus ornatipes mushroom with irregular cap,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes with black and brown coloring and rough texture,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes with black and gray coloring and moderately textured texture,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes typically displaying gray coloration,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes typically displaying black coloration,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes typically displaying brown coloration,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes commonly showing highly detailed,-inf,-inf,
Retiboletus ornatipes,Retiboletus ornatipes commonly showing rough,-inf,-inf,
Retiboletus ornatipes,a photo of the ornate-stalked bolete,-inf,-inf,
Retiboletus ornatipes,a photograph of the ornate-stalked bolete,-inf,-inf,
Retiboletus ornatipes,the ornate-stalked bolete mushroom,-inf,-inf,
Retiboletus ornatipes,the ornate-stalked bolete fungus,-inf,-inf,
Retiboletus ornatipes,photo of the ornate-stalked bolete mushroom,-inf,-inf,
Retiboletus ornatipes,field guide photo of the ornate-stalked bolete,-inf,-inf,
Retiboletus ornatipes,a photo of goldstalk,-inf,-inf,
Retiboletus ornatipes,a photograph of goldstalk,-inf,-inf,
Retiboletus ornatipes,goldstalk mushroom,-inf,-inf,
Retiboletus ornatipes,goldstalk fungus,-inf,-inf,
Retiboletus ornatipes,photo of goldstalk mushroom,-inf,-inf,
Retiboletus ornatipes,field guide photo of goldstalk,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum mushroom with gray coloration,-inf,-inf,
Rhytisma acerinum,mushroom displaying gray tones,-inf,-inf,
Rhytisma acerinum,gray-colored Rhytisma acerinum fungus,-inf,-inf,
Rhytisma acerinum,photograph of gray Rhytisma acerinum,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum mushroom with black coloration,-inf,-inf,
Rhytisma acerinum,mushroom displaying black tones,-inf,-inf,
Rhytisma acerinum,black-colored Rhytisma acerinum fungus,-inf,-inf,
Rhytisma acerinum,photograph of black Rhytisma acerinum,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum showing rough surface,-inf,-inf,
Rhytisma acerinum,mushroom with rough cap texture,-inf,-inf,
Rhytisma acerinum,rough Rhytisma acerinum specimen,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum showing highly detailed surface,-inf,-inf,
Rhytisma acerinum,mushroom with highly detailed cap texture,-inf,-inf,
Rhytisma acerinum,highly detailed Rhytisma acerinum specimen,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum with irregular cap,-inf,-inf,
Rhytisma acerinum,mushroom displaying irregular cap,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum showing irregular cap,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum with balanced proportions,-inf,-inf,
Rhytisma acerinum,mushroom displaying balanced proportions,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum showing balanced proportions,-inf,-inf,
Rhytisma acerinum,naturally lit photograph of Rhytisma acerinum,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum in naturally lit conditions,-inf,-inf,
Rhytisma acerinum,balanced contrast photograph of Rhytisma acerinum,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum in balanced contrast conditions,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum with gray and black coloring and rough texture,-inf,-inf,
Rhytisma acerinum,gray Rhytisma acerinum mushroom with irregular cap,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum mushroom with tan coloration,-inf,-inf,
Rhytisma acerinum,mushroom displaying tan tones,-inf,-inf,
Rhytisma acerinum,tan-colored Rhytisma acerinum fungus,-inf,-inf,
Rhytisma acerinum,photograph of tan Rhytisma acerinum,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum mushroom with brown coloration,-inf,-inf,
Rhytisma acerinum,mushroom displaying brown tones,-inf,-inf,
Rhytisma acerinum,brown-colored Rhytisma acerinum fungus,-inf,-inf,
Rhytisma acerinum,photograph of brown Rhytisma acerinum,-inf,-inf,
Rhytisma acerinum,"dark, shadowy photograph of Rhytisma acerinum",-inf,-inf,
Rhytisma acerinum,"Rhytisma acerinum in dark, shadowy conditions",-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum with tan and black coloring and rough texture,-inf,-inf,
Rhytisma acerinum,tan Rhytisma acerinum mushroom with irregular cap,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum showing textured surface,-inf,-inf,
Rhytisma acerinum,mushroom with textured cap texture,-inf,-inf,
Rhytisma acerinum,textured Rhytisma acerinum specimen,-inf,-inf,
Rhytisma acerinum,"Rhytisma acerinum with tall, narrow form",-inf,-inf,
Rhytisma acerinum,"mushroom displaying tall, narrow form",-inf,-inf,
Rhytisma acerinum,"Rhytisma acerinum showing tall, narrow form",-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum with black and gray coloring and rough texture,-inf,-inf,
Rhytisma acerinum,black Rhytisma acerinum mushroom with irregular cap,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum mushroom with green coloration,-inf,-inf,
Rhytisma acerinum,mushroom displaying green tones,-inf,-inf,
Rhytisma acerinum,green-colored Rhytisma acerinum fungus,-inf,-inf,
Rhytisma acerinum,photograph of green Rhytisma acerinum,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum showing moderately textured surface,-inf,-inf,
Rhytisma acerinum,mushroom with moderately textured cap texture,-inf,-inf,
Rhytisma acerinum,moderately textured Rhytisma acerinum specimen,-inf,-inf,
Rhytisma acerinum,"Rhytisma acerinum with wide, spreading form",-inf,-inf,
Rhytisma acerinum,"mushroom displaying wide, spreading form",-inf,-inf,
Rhytisma acerinum,"Rhytisma acerinum showing wide, spreading form",-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum with green and brown coloring and moderately textured texture,-inf,-inf,
Rhytisma acerinum,green Rhytisma acerinum mushroom with irregular cap,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum typically displaying black coloration,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum typically displaying gray coloration,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum typically displaying brown coloration,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum commonly showing rough,-inf,-inf,
Rhytisma acerinum,Rhytisma acerinum commonly showing highly detailed,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina mushroom with black coloration,-inf,-inf,
Sarcomyxa serotina,mushroom displaying black tones,-inf,-inf,
Sarcomyxa serotina,black-colored Sarcomyxa serotina fungus,-inf,-inf,
Sarcomyxa serotina,photograph of black Sarcomyxa serotina,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina mushroom with gray coloration,-inf,-inf,
Sarcomyxa serotina,mushroom displaying gray tones,-inf,-inf,
Sarcomyxa serotina,gray-colored Sarcomyxa serotina fungus,-inf,-inf,
Sarcomyxa serotina,photograph of gray Sarcomyxa serotina,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina mushroom with cream coloration,-inf,-inf,
Sarcomyxa serotina,mushroom displaying cream tones,-inf,-inf,
Sarcomyxa serotina,cream-colored Sarcomyxa serotina fungus,-inf,-inf,
Sarcomyxa serotina,photograph of cream Sarcomyxa serotina,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina showing rough surface,-inf,-inf,
Sarcomyxa serotina,mushroom with rough cap texture,-inf,-inf,
Sarcomyxa serotina,rough Sarcomyxa serotina specimen,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina showing highly detailed surface,-inf,-inf,
Sarcomyxa serotina,mushroom with highly detailed cap texture,-inf,-inf,
Sarcomyxa serotina,highly detailed Sarcomyxa serotina specimen,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina with irregular cap,-inf,-inf,
Sarcomyxa serotina,mushroom displaying irregular cap,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina showing irregular cap,-inf,-inf,
Sarcomyxa serotina,"Sarcomyxa serotina with tall, narrow form",-inf,-inf,
Sarcomyxa serotina,"mushroom displaying tall, narrow form",-inf,-inf,
Sarcomyxa serotina,"Sarcomyxa serotina showing tall, narrow form",-inf,-inf,
Sarcomyxa serotina,"dark, shadowy photograph of Sarcomyxa serotina",-inf,-inf,
Sarcomyxa serotina,"Sarcomyxa serotina in dark, shadowy conditions",-inf,-inf,
Sarcomyxa serotina,high contrast photograph of Sarcomyxa serotina,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina in high contrast conditions,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina with black and gray coloring and rough texture,-inf,-inf,
Sarcomyxa serotina,black Sarcomyxa serotina mushroom with irregular cap,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina with balanced proportions,-inf,-inf,
Sarcomyxa serotina,mushroom displaying balanced proportions,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina showing balanced proportions,-inf,-inf,
Sarcomyxa serotina,naturally lit photograph of Sarcomyxa serotina,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina in naturally lit conditions,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina with gray and black coloring and rough texture,-inf,-inf,
Sarcomyxa serotina,gray Sarcomyxa serotina mushroom with irregular cap,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina mushroom with brown coloration,-inf,-inf,
Sarcomyxa serotina,mushroom displaying brown tones,-inf,-inf,
Sarcomyxa serotina,brown-colored Sarcomyxa serotina fungus,-inf,-inf,
Sarcomyxa serotina,photograph of brown Sarcomyxa serotina,-inf,-inf,
Sarcomyxa serotina,"Sarcomyxa serotina with wide, spreading form",-inf,-inf,
Sarcomyxa serotina,"mushroom displaying wide, spreading form",-inf,-inf,
Sarcomyxa serotina,"Sarcomyxa serotina showing wide, spreading form",-inf,-inf,
Sarcomyxa serotina,balanced contrast photograph of Sarcomyxa serotina,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina in balanced contrast conditions,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina with black and brown coloring and rough texture,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina mushroom with tan coloration,-inf,-inf,
Sarcomyxa serotina,mushroom displaying tan tones,-inf,-inf,
Sarcomyxa serotina,tan-colored Sarcomyxa serotina fungus,-inf,-inf,
Sarcomyxa serotina,photograph of tan Sarcomyxa serotina,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina showing textured surface,-inf,-inf,
Sarcomyxa serotina,mushroom with textured cap texture,-inf,-inf,
Sarcomyxa serotina,textured Sarcomyxa serotina specimen,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina with black and tan coloring and rough texture,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina typically displaying black coloration,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina typically displaying gray coloration,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina typically displaying brown coloration,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina commonly showing rough,-inf,-inf,
Sarcomyxa serotina,Sarcomyxa serotina commonly showing highly detailed,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca mushroom with gray coloration,-inf,-inf,
Sarcoscypha austriaca,mushroom displaying gray tones,-inf,-inf,
Sarcoscypha austriaca,gray-colored Sarcoscypha austriaca fungus,-inf,-inf,
Sarcoscypha austriaca,photograph of gray Sarcoscypha austriaca,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca mushroom with black coloration,-inf,-inf,
Sarcoscypha austriaca,mushroom displaying black tones,-inf,-inf,
Sarcoscypha austriaca,black-colored Sarcoscypha austriaca fungus,-inf,-inf,
Sarcoscypha austriaca,photograph of black Sarcoscypha austriaca,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca mushroom with brown coloration,-inf,-inf,
Sarcoscypha austriaca,mushroom displaying brown tones,-inf,-inf,
Sarcoscypha austriaca,brown-colored Sarcoscypha austriaca fungus,-inf,-inf,
Sarcoscypha austriaca,photograph of brown Sarcoscypha austriaca,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca showing rough surface,-inf,-inf,
Sarcoscypha austriaca,mushroom with rough cap texture,-inf,-inf,
Sarcoscypha austriaca,rough Sarcoscypha austriaca specimen,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca showing highly detailed surface,-inf,-inf,
Sarcoscypha austriaca,mushroom with highly detailed cap texture,-inf,-inf,
Sarcoscypha austriaca,highly detailed Sarcoscypha austriaca specimen,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca with irregular cap,-inf,-inf,
Sarcoscypha austriaca,mushroom displaying irregular cap,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca showing irregular cap,-inf,-inf,
Sarcoscypha austriaca,"Sarcoscypha austriaca with tall, narrow form",-inf,-inf,
Sarcoscypha austriaca,"mushroom displaying tall, narrow form",-inf,-inf,
Sarcoscypha austriaca,"Sarcoscypha austriaca showing tall, narrow form",-inf,-inf,
Sarcoscypha austriaca,naturally lit photograph of Sarcoscypha austriaca,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca in naturally lit conditions,-inf,-inf,
Sarcoscypha austriaca,high contrast photograph of Sarcoscypha austriaca,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca in high contrast conditions,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca with gray and black coloring and rough texture,-inf,-inf,
Sarcoscypha austriaca,gray Sarcoscypha austriaca mushroom with irregular cap,-inf,-inf,
Sarcoscypha austriaca,"Sarcoscypha austriaca with wide, spreading form",-inf,-inf,
Sarcoscypha austriaca,"mushroom displaying wide, spreading form",-inf,-inf,
Sarcoscypha austriaca,"Sarcoscypha austriaca showing wide, spreading form",-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca with gray and brown coloring and rough texture,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca with balanced proportions,-inf,-inf,
Sarcoscypha austriaca,mushroom displaying balanced proportions,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca showing balanced proportions,-inf,-inf,
Sarcoscypha austriaca,balanced contrast photograph of Sarcoscypha austriaca,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca in balanced contrast conditions,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca with black and gray coloring and rough texture,-inf,-inf,
Sarcoscypha austriaca,black Sarcoscypha austriaca mushroom with irregular cap,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca typically displaying gray coloration,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca typically displaying black coloration,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca typically displaying brown coloration,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca commonly showing rough,-inf,-inf,
Sarcoscypha austriaca,Sarcoscypha austriaca commonly showing highly detailed,-inf,-inf,
Sarcoscypha austriaca,a photo of the scarlet elfcup,-inf,-inf,
Sarcoscypha austriaca,a photograph of the scarlet elfcup,-inf,-inf,
Sarcoscypha austriaca,the scarlet elfcup mushroom,-inf,-inf,
Sarcoscypha austriaca,the scarlet elfcup fungus,-inf,-inf,
Sarcoscypha austriaca,photo of the scarlet elfcup mushroom,-inf,-inf,
Sarcoscypha austriaca,field guide photo of the scarlet elfcup,-inf,-inf,
Sarcosoma globosum,Sarcosoma globosum mushroom with gray coloration,-inf,-inf,
Sarcosoma globosum,mushroom displaying gray tones,-inf,-inf,
Sarcosoma globosum,gray-colored Sarcosoma globosum fungus,-inf,-inf,
Sarcosoma globosum,photograph of gray Sarcosoma globosum,-inf,-inf,
Sarcosoma globosum,Sarcosoma globosum mushroom with black coloration,-inf,-inf,
Sarcosoma globosum,mushroom displaying black tones,-inf,-inf,
Sarcosoma globosum,black-colored Sarcosoma globosum fungus,-inf,-inf,
